Full Name,Winnings
Rackete,1160
Most Wanted,900
PaulS.,700
AmirP.,560
RomanD.,440
H.,220
Megasiggi,1425
WilhelmA.,1000
GoranM.,1000
FalcoT.,550
G.,420
KonstantinS.,320
JulianV.,260
HeikoS.,130
SvenS.,120
FrankH.,2870
ChristinK.,2135
ThommyO.,2065
RizkallahK.,2015
HeinzB.,1545
SelimK.,800
SvenS.,630
SerhiiK.,490
MichaelE.,370
MarioR.,1425
PhilipM.,1235
MelanderM.,710
Essco,540
MaximillianR.,420
ThorbenH.,320
DennisG.,260
TillH.,110
W.,110
Greenman,2600
F.,2240
Foldfox,2150
MarcelW.,1980
PhilipM.,960
ChristopherB.,750
KahramanS.,600
NorbertS.,470
LorenzR.,220
EduardL.,1620
EsscoE.,1160
W.,750
J.,570
JohannesK.,440
GeorgiiT.,340
JohannesS.,270
MaximilianR.,210
DanielG.,150
RalphT.,2150
Rainbär,2075
Nikolaus,1915
KahramanS.,1790
KonstantinS.,840
,650
Marc OliverT.,520
GuidoL.,220
BodoH.,100
Wilhelm K.Wilhelm K.,1560
Thomas H.Thomas H.,1130
Serhii K.Serhii K.,730
Steffen K.Steffen K.,550
Jens H.Jens H.,430
Bela B.Bela B.,330
Reza R.Reza R.,270
Egbert S.Egbert S.,210
Yunus E.Yunus E.,110
MichaelB.,1986
MalteZ.,1986
J.P.J.P.,1986
FrankH.,1986
MarcoU.,1986
Sonetschko,750
MathiasH.,600
NorbertS.,470
,220
FELIX M,31210
,19500
DONY,13930
ALICO,10720
LEGEND OF SCHENEFELD,8240
LEON,6340
HEIKO P,5080
RACKETE,4240
BRANKO SKOPJE,3530
MICK ACHILLES,3070
WIESBADEN,3070
PHILIPP CHRISTOPH Z,2670
MARTIN W,2670
THOMAS K,2320
NIKLAS B,2320
NERO,2020
ERIK S,2020
NORBERT K,1760
SCHNEEWITTCHEN,1760
SERKAN A,1760
,1530
XATAR,1530
PATRICK  J,1530
BRUNO B,1330
BALKAN,1330
WOLFOFPOKER,1330
RICKY C,1330
TECKI,1150
DRAGAN S,1150
SERGEJ BODROV,1150
MAX B,1150
,1000
ARTASCHES  G,1000
STEPHAN R,1000
OLIVER N,1000
SENSEI HH,1000
ROBERT R,1000
MINNIE MOUSE,1000
LARS K,1000
HEIKO S,870
IGOR K,870
KALKAR,870
ILJA G,870
JACEN,870
,870
MÜLLER,870
JÖRGEN A,435
MARCEL K,435
,31210
,19500
,13930
,10720
,8240
,6340
,5080
,4240
,3530
,3070
,3070
,2670
,2670
,2320
,2320
,2020
,2020
,1760
,1760
,1760
,1530
,1530
,1530
,1330
,1330
,1330
,1330
,1150
,1150
,1150
,1150
,1000
,1000
,1000
,1000
,1000
,1000
,1000
,1000
,870
,870
,870
,870
,870
,870
,870
,870
GEVORG G,10115
LAMI,6580
,4670
KLAUSTOFF,3590
FABIAN D,2770
BLUTO,2120
BRANKO,1640
EROL S,1260
AVALON,980
,10115
,6580
,4670
,3590
,2770
,2120
,1640
,1260
,980
AlinP.,1470
ErcanD.,1060
W.,670
KhosseinK.,510
HelgiM.,400
ThorstenJ.,300
PetroL.,240
StephanS.,100
Mantis,3130
NoelR.,2250
ZlatiborD.,1450
GiuseppeC.,1100
FrankZ.,850
TomaszB.,660
HosseinD.,530
MikeZ.,420
MartinH.,250
W.,1250
LaurenceZ.,1095
FidaH.,1090
BenjaminW.,550
KarstenH.,430
RomanD.,330
SerhiiK.,260
AmirK.,110
NorbertS.,110
LucaB.,1225
AmirK.,1225
D.,1220
MathiasW.,590
NorbertS.,460
LuigiK.,360
W.,290
YasinT.,220
Armin,110
ThomasM.,1500
MarcelM.,1080
AlinP.,690
LeonardE.,520
JacekB.,400
ValeriyB.,310
JohnE.,250
MarcF.,1890
MarcusW.,1820
MarcelW.,1625
ConstantinK.,1565
NorbertS.,1530
HansW.,1380
MikeZ.,1290
JensH.,460
DanielF.,220
AlinP.,1600
AlanS.,1435
EvgenijK.,820
SiroG.,620
FrankW.,480
DragosB.,380
MoritzS.,300
MatzT.,230
RolandD.,120
TillS.,2580
RizkallaK.,2300
SimoneS.,1880
OliverT.,1570
YasharK.,890
ThomasM.,680
MarkH.,550
SHADINHO,18530
MAX B,12040
DIRK S,8550
VITO,6580
HERBERT B,5060
DAYI,3890
JOE COCKER JR,2990
SACKSONS,2320
YASAR K,1790
ARMAN Z,4635
SALMAN I,3815
VEACESLAV D,3080
,3070
ALEN B,1600
BRANKO SKOPJE,1230
MALTE Z,970
CONSTANTIN K,810
YOSEF E,670
,560
URSULA G,560
ROBIN S,490
ANDREAS,490
NADIR K,420
TILL S,420
LUCKY EDDIE,370
LENNART M,370
ROBIN S,32735
ALI K,30000
LICLAC,17220
ANDICOVER,13250
MARCEL K,10190
HILDEGARD,7840
PATRICK L.PATRICK L.,6030
TIKO,4970
FOLDFOX,4140
ALEXANDER B,3450
FALCO,3450
DENNIS G,2880
,2880
TORBEN R,2500
BADEMEISTER,2500
FABIAN D,2170
DRAGAN S,2170
TOBIAS B,1890
NITLAS,1890
SINGAPUR,1890
KLAUSTOFF,1640
NORBERT K,1640
BJÖRN P,1640
,1430
,1430
DANIJEL R,1430
,1430
BASTIAN S,1240
DR. PDR. P,1240
MARCEL W,1240
JEPSER H,1240
,1080
MARTIN T,1080
MICHAEL W,1080
FLORIAN B,1080
M.L.M.L.M.L.M.L.,1080
THIES L,1080
OLIVER N,1080
ANDRE M,1080
JACOBUS R,940
DANNY B,940
JURE J,940
PHILIPP S,940
KILY,940
DOMINIK C,940
PATRICK H,940
NICOLE Z,940
,940
MOHAMMAD Q,940
JÖRG S,940
PEDRAM S,940
,940
CASY KASTLE,940
,940
FELIX M,940
,18530
,12040
,8550
,6580
,5060
,3890
,2990
,2320
,1790
,38625
,24110
,17220
,13250
,10190
,7840
,6030
,4970
,4140
ALEXANDER B,3450
FALCO,3450
DENNIS G,2880
,2880
TORBEN R,2500
BADEMEISTER,2500
FABIAN D,2170
DRAGAN S,2170
TOBIAS B,1890
NITLAS,1890
SINGAPUR,1890
KLAUSTOFF,1640
NORBERT K,1640
BJÖRN P,1640
,1430
,1430
DANIJEL R,1430
,1430
BASTIAN S,1240
DR. PDR. P,1240
MARCEL W,1240
JEPSER H,1240
,1080
MARTIN T,1080
MICHAEL W,1080
FLORIAN B,1080
M.L.M.L.M.L.M.L.,1080
THIES L,1080
OLIVER N,1080
ANDRE M,1080
JACOBUS R,940
DANNY B,940
JURE J,940
PHILIPP S,940
KILY,940
DOMINIK C,940
PATRICK H,940
NICOLE Z,940
,940
MOHAMMAD Q,940
JÖRG S,940
PEDRAM S,940
,940
CASY KASTLE,940
,940
FELIX M,940
,38625
,24110
,17220
,13250
,10190
,7840
,6030
,4970
,4140
,3450
,3450
,2880
,2880
,2500
,2500
,2170
,2170
,1890
,1890
,1890
,1640
,1640
,1640
,1430
,1430
,1430
,1430
,1240
,1240
,1240
,1240
,1080
,1080
,1080
,1080
,1080
,1080
,1080
,1080
,940
,940
,940
,940
,940
,940
,940
,940
,940
,940
,940
,940
,940
,940
,940
,940
CLICK CLOCK,11910
BANANA,7680
HAMBURGER JUNG,5490
FAROCH,4220
MAX B,3380
LEON,2700
AVALON,2160
,1730
SACKSONS,1380
AHMET C,1110
ROBERT W,1110
TANGO,890
JENS R,890
,11910
,7680
,5490
,4220
,3380
,2700
,2160
,1730
,1380
,1110
,1110
,890
,890
WilhelmA.,3350
RezaR.,2420
PeterV.,1560
MarcelM.,1180
SasaC.,910
D.,710
YasharK.,570
AsaadM.,450
Sonetschko,250
WittJ.,2400
MandicV.,1470
ZimmermannM.,1470
GuelserpS.,1470
AptoulaE.,1465
MotschallL.,1465
HaermeyerT.,550
FittschenJ.,430
HoffmannN.,300
DominikH.,1580
TillH.,1150
NicoS.,900
YasharK.,580
ChristianD.,450
RuslanS.,350
Markus,280
MarcoG.,220
ThomasF.,850
MarcoW.,850
LennartM.,715
SebastianG.,715
MalteZ.,715
EnesA.,715
ThorstenS.,250
StephanH.,110
DangN.,110
Fida,2250
ChristianD.,2250
FrankZ.,2200
MuharremB.,1080
ThomasS.,840
LarsH.,650
YasinT.,520
S.,410
ElmarW.,220
SimoneS.,220
LennartM.,690
SasaS.,690
LukasG.,690
FrankS.,690
MatthiasW.,690
MarcoW.,690
CarolinN.,690
DennisG.,110
JohannB.,2200
FlorianB.,2075
EsscoE.,1885
MichaelJ.,1755
ChristophM.,1565
Cpt Karacho,1380
MarcoW.,600
JensH.,470
ZlatiborD.,360
MatthiasW.,250
SimonH.,805
AlexsanderM.,690
A.,615
MohamedH.,575
EduardS.,530
AntonV.,210
TadijaJ.,90
AmirP.,2680
AlexanderB.,2000
AndreeE.,2000
ZlatiborD.,2000
PiedroB.,930
Sonetschko,730
SiarH.,580
TommyO.,450
MichaelaH.,220
TobiasK.,3480
TobiasB.,2520
HaciÜ.,1620
SerdarG.,1230
ThomasS.,950
DennisH.,740
DannyB.,590
ChristosM.,460
R.,1300
LutzH.,1235
N.,680
MikeS.,520
HansS.,400
PhilipU.,300
ChristianS.,250
NawedR.,200
E.,150
MichaelW.,2300
MartinH.,2100
StevoM.,2000
Mantis,1700
DragosB.,870
EdizA.,680
ConstantinK.,540
SiarH.,420
MaximoH.,220
RainerL.,1210
GörkemG.,1120
MichaelM.,1090
LukasK.,550
UlrikeL.,430
JudithA.,330
BarisS.,270
KevinJ.,210
PatrickL.,110
SONETSCHKO,2765
MarcelW.,2765
ChristosM.,1500
EleftheriosM.,1140
MaikH.,880
LotharM.,690
NicoleZ.,550
PatrickS.,430
ThomasS.,300
Tom R.Tom R.,1190
Yasin T.Yasin T.,1170
Benjamin N.Benjamin N.,1170
Christian K.Christian K.,570
Alexander S.Alexander S.,440
Patrick L.Patrick L.,340
Marc V.Marc V.,270
Ralph F.Ralph F.,210
Ercan D.Ercan D.,150
RezaR.,3200
E.,2310
StevoM.,1470
DirkS.,1120
VincentN.,860
MarcoW.,660
G.,530
MathiasH.,200
NorbertS.,100
SebastianW.,1360
MikeS.,1145
ElmarW.,1070
EnesA.,580
AschilH.,450
PatrickL.,350
RobertG.,280
R.,220
SebastianG.,150
Christos,3380
Branko,2450
Charalambos,1580
Christian,1200
Rafal,930
Fares,720
Kujtim,580
Enrico,450
Christian,300
AyhanE.,950
NickA.,950
EnesA.,950
HeikoS.,440
BjoernN.,330
RobertG.,230
BrankoS.,110
N.,110
DanielK.,110
RobertD.,2175
YasinT.,1965
HajrusiA.,1930
BonkeE.,1700
BernhardtA.,1520
SahinA.,700
WaliE.,560
PatrickL.,440
TobiasB.,220
AYDIN GENGEC,8260
ANTOINE VRANKEN,5190
FRANK KLUWE,3710
NAZO ALIMANOVIC,2850
HENRY MAHLKE,2190
DIRK KÖHLER,1690
PATRIK MEIßNER,1410
TIM ARTMANN,1170
GÜNAY EZER,980
PETER POHL,850
RIZKALLAH KOCHEICHE,850
RUSLAN SALYKOV,740
FLORIAN BENSEMANN,740
ELVEDIN SULEJMANOVIC,640
PAVEL ARAKELIJAN,640
ERIK NIES,560
MARCEL GEBAUER,560
OGUZ DILGIN,490
SIMONE SCHULZ,490
UDO GARTENBACH,490
,420
SALMAN ISCAN,420
MICHAEL SCHMITZ,420
AO SUN,370
ALI HAWAR,370
BENJAMIN MARIO REINCKE,370
MARK PHILIPP HARMENING,370
KONSTANTIN FÄRBER Germany,42151
DE HAN KIM Germany,33539
JAKOB SCHILK Germany,21210
MOTOKATSU UHARA Japan,16320
ARAM ALI Germany,12550
CORNELIS VAN GENT Netherlands,9980
ALAN YALCIN Germany,7980
BAHO HOSSEINI Germany,6380
OLEKSII IEVCHENKO Ukraine,5110
RENE KÜKENBRINK Germany,4090
TOBIAS PETERS Netherlands,4090
Amir Mozaffarian Germany,123780
Tomas Patka Slovakia,77350
Christian Gurr Germany,55250
Johannes Erfurth Germany,42500
Germany,32690
Hendrik Kwiatkowski Germany,25140
Timo Schümann Germany,19340
Branko Samardzic Germany,14880
Ercan Atmaca Netherlands,11450
Noah El Ammar Germany,9290
Niek Minten Netherlands,9290
Andre Hegendorf Germany,7740
Alexej Macht Germany,7740
Germany,6450
Poul Erik Madsen Denmark,6450
Chi Quay Hoang Germany,5610
Klas Krüger Germany,5610
Marco Freese Germany,4880
Ratmir Kesidis Greece,4880
Dennis Stemmler Germany,4880
Velimir Kvrgic Croatia,4230
Fares Hadidi Germany,4230
Panagiotis Mavritsakis Greece,4230
Felix Schneiders Germany PokerStars Ambassador,3680
Daniel Pawletta Germany,3680
Pascal Heinrichs Germany,3680
Nikola Brankovic Germany,3680
Mohamed Madani Germany,3210
David Lehnen Germany,3210
Erkan Sönmez Germany,3210
Rainer Ziermann Germany,3210
Patrick Gerritsen Germany,2780
Julien Mirainski Germany,2780
Kevin Klebe Germany,2780
Niklas Bauer Germany,2780
Gisle Arne Olsen Denmark,2780
Halil Coknez Germany,2780
Jascha Ahmadi Germany,2780
Burak Güler Germany,2780
Adriatik Agalliu Germany,2420
Serkan Alp Germany,2420
Massoud Assaf Sweden,2420
Hue Dat Le Germany,2420
Flemming Stuhlmann Germany,2420
Marc Moll Germany,2420
Alexander Keller Germany,2420
Vedran Mandic Germany,2420
Patrick Lorenz Germany,2420
Philip Eggers Germany,2420
Stefan Vennemann Germany,2420
Jürgen Fittschen Germany,2420
Felix Von Rahden Germany,2420
Amir Pahlawani Sarughieh Germany,2420
Marco Dittmann Germany,2420
Yuliia Mazur Ukraine,2420
Frank Stäcker Germany,2110
Ali Hawar Sweden,2110
Andreas Renken Germany,2110
Denys Mazur Ukraine,2110
Henrik Veldhoen Germany,2110
Tonino Schmitz Germany,2110
Mir Baha Germany,2110
Yun Ho Choi South Korea,2110
Oscar Chang Netherlands,2110
Andreas Klemm Germany,2110
Dirk Koch Germany,2110
Germany,2110
Günter Don Germany,2110
Berend Hooijer Netherlands,2110
Günay Ezer Germany,2110
Charbel Albayrak Sweden,2110
Jakob Schilk Germany,1840
Kai Münster Germany,1840
Jonas Wendel Germany,1840
Petrick Sirait Germany,1840
Yimin Wang Germany,1840
Otto Lemke Germany,1840
Benjamin Woywode Germany,1840
Maximilian Schmidtling Germany,1840
Pablo Lugo Germany,1840
Dominik Herold Germany,1840
Julius Foelister Germany,1840
Jan Bloch Germany,1840
Özgür Anar Germany,1840
Kazim Ari Germany,1840
Arman Zonobi Germany,1840
Christian Reimer Germany,1840
Patrick Fretzert Germany,1840
Mohamed Hassan Germany,1840
Arash Fazeli Germany,1840
Miomir Saric Serbia,1840
Andrzej Powalka Poland,1840
Germany,1840
Christoffer Russo Germany,1840
Klaus Suhr Germany,1840
Marcel Wright Germany,1690
Samuel Auer Germany,1690
Clemens Michaelis Germany,1690
Erik Rachow Germany,1690
Andreas Van Zadelhof Germany,1690
Osman Kaya Germany,1690
Josip Grbavac Croatia,1690
Murat Ayata Turkey,845
Mustafa Kersebom Germany,845
,46000
,29690
,21210
,16320
,12550
,9980
,7980
,6380
,5110
,4090
,4090
,123780
,77350
,55250
,42500
,32690
,25140
,19340
,14880
,11450
,9290
,9290
,7740
,7740
,6450
,6450
,5610
,5610
,4880
,4880
,4880
,4230
,4230
Panagiotis Mavritsakis Greece,4230
Felix Schneiders Germany PokerStars Ambassador,3680
Daniel Pawletta Germany,3680
Pascal Heinrichs Germany,3680
Nikola Brankovic Germany,3680
Mohamed Madani Germany,3210
David Lehnen Germany,3210
Erkan Sönmez Germany,3210
Rainer Ziermann Germany,3210
Patrick Gerritsen Germany,2780
Julien Mirainski Germany,2780
Kevin Klebe Germany,2780
Niklas Bauer Germany,2780
Gisle Arne Olsen Denmark,2780
Halil Coknez Germany,2780
Jascha Ahmadi Germany,2780
Burak Güler Germany,2780
Adriatik Agalliu Germany,2420
Serkan Alp Germany,2420
Massoud Assaf Sweden,2420
Hue Dat Le Germany,2420
Flemming Stuhlmann Germany,2420
Marc Moll Germany,2420
Alexander Keller Germany,2420
Vedran Mandic Germany,2420
Patrick Lorenz Germany,2420
Philip Eggers Germany,2420
Stefan Vennemann Germany,2420
Jürgen Fittschen Germany,2420
Felix Von Rahden Germany,2420
Amir Pahlawani Sarughieh Germany,2420
Marco Dittmann Germany,2420
Yuliia Mazur Ukraine,2420
Frank Stäcker Germany,2110
Ali Hawar Sweden,2110
Andreas Renken Germany,2110
Denys Mazur Ukraine,2110
Henrik Veldhoen Germany,2110
Tonino Schmitz Germany,2110
Mir Baha Germany,2110
Yun Ho Choi South Korea,2110
Oscar Chang Netherlands,2110
Andreas Klemm Germany,2110
Dirk Koch Germany,2110
Germany,2110
Günter Don Germany,2110
Berend Hooijer Netherlands,2110
Günay Ezer Germany,2110
Charbel Albayrak Sweden,2110
Jakob Schilk Germany,1840
Kai Münster Germany,1840
Jonas Wendel Germany,1840
Petrick Sirait Germany,1840
Yimin Wang Germany,1840
Otto Lemke Germany,1840
Benjamin Woywode Germany,1840
Maximilian Schmidtling Germany,1840
Pablo Lugo Germany,1840
Dominik Herold Germany,1840
Julius Foelister Germany,1840
Jan Bloch Germany,1840
Özgür Anar Germany,1840
Kazim Ari Germany,1840
Arman Zonobi Germany,1840
Christian Reimer Germany,1840
Patrick Fretzert Germany,1840
Mohamed Hassan Germany,1840
Arash Fazeli Germany,1840
Miomir Saric Serbia,1840
Andrzej Powalka Poland,1840
Germany,1840
Christoffer Russo Germany,1840
Klaus Suhr Germany,1840
Marcel Wright Germany,1690
Samuel Auer Germany,1690
Clemens Michaelis Germany,1690
Erik Rachow Germany,1690
Andreas Van Zadelhof Germany,1690
Osman Kaya Germany,1690
Josip Grbavac Croatia,1690
Murat Ayata Turkey,845
Mustafa Kersebom Germany,845
,123780
,77350
,55250
,42500
,32690
,25140
,19340
,14880
,11450
,9290
,9290
,7740
,7740
,6450
,6450
,5610
,5610
,4880
,4880
,4880
,4230
,4230
,4230
,3680
,3680
,3680
,3680
,3210
,3210
,3210
,3210
,2780
,2780
,2780
,2780
,2780
,2780
,2780
,2780
,2420
,2420
,2420
,2420
,2420
,2420
,2420
,2420
,2420
,2420
,2420
,2420
,2420
,2420
,2420
,2420
,2110
,2110
,2110
,2110
,2110
,2110
,2110
,2110
,2110
,2110
,2110
,2110
,2110
,2110
,2110
,2110
,1840
,1840
,1840
,1840
,1840
,1840
,1840
,1840
,1840
,1840
,1840
,1840
,1840
,1840
,1840
,1840
,1840
,1840
,1840
,1840
,1840
,1840
,1840
,1840
,1690
,1690
,1690
,1690
,1690
,1690
,1690
,1690
BRIAN KLINDRUP,23310
DENIZ GOEK,18915
ANDREAS SMIRNOW,18825
GÜNTHER SANDERS,14985
MARIUS FRITZ,14450
DOMINIK CZERNEK,6870
SAM CICHY,5290
JURE JEPSEN,4060
JOSHUA RABE,3120
TIMO SCHÜMANN,2420
JOHANNES ERFURTH,2420
NICOLAE SUCIU,2010
FLOYD KAPS,2010
IGOR POSNJAKOW,1680
MALTE MICHAEL VON OSTROWSKI,1680
CHRISTIAN REHFELDT,1460
PATRICK LORENZ,1460
PAVEL ARAKELIJAN,1260
THOMAS FREITAG,1260
PATRICK GERRITSEN,1260
MICHAEL ERDMANN,1100
ELMAR WALI MOHAMMAD,1100
MANCEL D ASSUNCAO,1100
MERAB MELADZE,960
FELIX VON RAHDEN,960
ALEXANDER PULKERT,960
HEIKO GRIEM,960
HOANG LE,840
LIULJ SABANI,840
ALEXANDER EPP,840
NILS ROWETTER,840
CARL PRÖBSTING,730
NILS RIECKEN,730
PATRICK WERBKE,730
SASCHA NEUNABER,730
ARDALAN KATANI,730
HENNING KOSMALLA,730
RENE KÜKENBRINK,730
STEFAN MAAK,730
IGOR KINTLER,630
RATMIR KESIDIS,630
ZLATIBOR DUJKOVIC,630
ALEXANDER WÖDL,630
ENES APTOULA,630
MIKE TESKE,630
DENYS MAZUR,630
SERGEJ ZUMAEV,630
YONGER WU,630
MICHAEL THIEL,630
JAN STEFFEN,630
MARTIN TÖRPER,630
JÖRG BAUENDAHL,630
SASA PILJANOVIC,630
FLORIAN BALHORN,630
DENNIS STEMMLER,630
JENS LITSCHKO,550
JONATHAN GJUZI,550
KAYVAN PARHAMFARD,550
ANDREAS MANSOUR,550
YULIIA MAZUR,550
PATRICK MEYER,550
HUE DAT LE,550
SERDAR G,550
KARL SELIG,550
HARUN ARSLAN,550
JO FINSTER,550
,550
HERBERT SEITZ,550
NILS ROHDE,550
JÖRG KRÜGER,550
JAKOB SCHILK,550
DANIEL PASSMANNS,480
KEVIN GAYO,480
MICHAEL GRIMM,480
YURI ISHIDA,480
STEVEN MCAULAY,480
DE HAN KIM,480
YOUNG JIN MEYER,480
LEONARD KARL EICKE,480
CLEMENS MICHAELIS,480
KAI DRESSLER,480
JOSHUA MAERTENS,480
MOHAMED HASSAN,480
CHRISTOPH KÖCHY,480
RONALD HAMMER,480
PIOTR KULCZYCKI,480
FEDERIK MIELKE,480
JONAS HAFA,480
TIM MÜHLENBRUCH,480
HENDRIK KWIATKOWSKI,480
CLAUS O.CLAUS O.,480
,33755
,21120
,15080
,11600
,8930
,6870
,5290
,4060
,3120
,2420
,2420
,2010
,2010
,1680
,1680
,1460
,1460
,1260
,1260
,1260
,1100
,1100
,1100
,960
,960
,960
,960
,840
,840
,840
,840
,730
,730
,730
,730
,730
,730
,730
,730
,630
,630
,630
,630
,630
,630
,630
,630
,630
,630
,630
,630
,630
,630
,630
,630
,550
,550
,550
,550
,550
,550
,550
,550
,550
,550
,550
,550
,550
,550
,550
,550
,480
,480
,480
,480
,480
,480
,480
,480
,480
,480
,480
,480
,480
,480
,480
,480
,480
,480
,480
,480
Stefan H.Stefan H.,1100
Peter P.Peter P.,1100
Toralf A.Toralf A.,1100
Noah A.Noah A.,1100
Roman D.Roman D.,1100
Murat K.Murat K.,1100
Michael,1100
Patrick K.Patrick K.,1100
Jan Lukas K.Jan Lukas K.,1100
Christian K.Christian K.,400
AmirP.,1205
NaserN.,1200
HansS.,800
HaigM.,510
DennisG.,390
PiedroB.,300
AlexanderK.,240
MiroslavM.,100
FabianG.,100
B.,1100
D.,1100
H.,1100
M.,1100
F.,1100
E.,1100
F.,1100
M.,1100
S.,1100
G.,1100
S.,1100
A.,1100
J.,1100
S.,1100
M.,1100
J.,1100
O.,1100
D.,1100
N.,1100
E.,1100
Naser N.Naser N.,1620
Hans-Joachim W.,830
Ethem A.Ethem A.,825
Helga D.Helga D.,825
Steven T.Steven T.,440
Thomas L.Thomas L.,340
Ahmet A.Ahmet A.,270
Dorian B.Dorian B.,210
Ruslan S.Ruslan S.,150
L.,1100
Z.,1100
E.,1100
S.,1100
E.,1100
Y.,1100
O.,1100
E.,1100
S.,1100
T.,740
StevenT.,1580
LukasB.,1140
AlexanderS.,730
SalmanI.,550
RodionE.,430
NormanS.,330
LeonK.,260
VadimS.,110
"St., K.",2835
"M., S.",2835
"L., C.",1530
"D., Z.",1160
"S., C.",900
"M., V.",700
"R., A.",560
"Sch., T.",440
"B., A.",250
"Erdogan, S.",1025
"Iscan, S.",1020
"Gliwa, C.",1020
"Samardzic, B.",1020
"Christensen, R.",440
"Keil, T.",340
"Dilgin, O.",270
"Laue, R.",100
DirkH.,2200
VadimS.,2150
MarcoU.,2090
FatihS.,2055
ThomasL.,1645
S.,770
ZlatiborD.,610
JohannB.,470
AndreeE.,360
Joshua M.Joshua M.,1480
Kai B.Kai B.,1140
Rüdiger S.Rüdiger S.,1090
Tommy O.Tommy O.,775
Serdar G.Serdar G.,480
Thomas H.Thomas H.,380
Tobias B.Tobias B.,300
